name	link	active	country	birthday	turnedPro	weight	height	lefty	oneHandedBackhand
"Ilie Nastase"	"/en/players/ilie-nastase/n008/"	FALSE	"ROU"	"1946.07.19"	"1969"	"75kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"John Newcombe"	"/en/players/john-newcombe/n044/"	FALSE	"AUS"	"1944.05.23"	"1967"	"82kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Jimmy Connors"	"/en/players/jimmy-connors/c044/"	FALSE	"USA"	"1952.09.02"	"1972"	"70kg"	"178cm"	"Left-Handed"	"Two-Handed Backhand"
"Tom Okker"	"/en/players/tom-okker/o032/"	FALSE	"NED"	"1944.02.22"	"1968"	NA	"178cm"	"Right-Handed"	"One-Handed Backhand"
"Stan Smith"	"/en/players/stan-smith/s060/"	FALSE	"USA"	"1946.12.14"	NA	"84kg"	"193cm"	"Right-Handed"	"Unknown Backhand"
"Ken Rosewall"	"/en/players/ken-rosewall/r075/"	FALSE	"AUS"	"1934.11.02"	NA	"61kg"	"170cm"	"Right-Handed"	"Unknown Backhand"
"Manuel Orantes"	"/en/players/manuel-orantes/o017/"	FALSE	"ESP"	"1949.02.06"	NA	"75kg"	"178cm"	"Left-Handed"	"Unknown Backhand"
"Rod Laver"	"/en/players/rod-laver/l058/"	FALSE	"AUS"	"1938.08.09"	NA	"68kg"	"173cm"	"Left-Handed"	"Unknown Backhand"
"Jan Kodes"	"/en/players/jan-kodes/k049/"	FALSE	"CZE"	"1946.03.01"	NA	"81kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Arthur Ashe"	"/en/players/arthur-ashe/a063/"	FALSE	"USA"	"1943.07.10"	"1969"	"73kg"	"185cm"	"Right-Handed"	"One-Handed Backhand"
"Tom Gorman"	"/en/players/tom-gorman/g078/"	FALSE	"USA"	"1946.01.19"	NA	"75kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Roy Emerson"	"/en/players/roy-emerson/e030/"	FALSE	"AUS"	"1936.11.03"	NA	"79kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Marty Riessen"	"/en/players/marty-riessen/r055/"	FALSE	"USA"	"1941.12.04"	NA	"79kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Adriano Panatta"	"/en/players/adriano-panatta/p059/"	FALSE	"ITA"	"1950.07.09"	NA	NA	"183cm"	"Right-Handed"	"Unknown Backhand"
"Nikola Pilic"	"/en/players/nikola-pilic/p080/"	FALSE	"CRO"	"1939.08.27"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Roger Taylor"	"/en/players/roger-taylor/t050/"	FALSE	"GBR"	"1941.10.14"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Jaime Fillol Sr."	"/en/players/jaime-fillol-sr/f024/"	FALSE	"CHI"	"1946.06.03"	"1968"	"73kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Bjorn Borg"	"/en/players/bjorn-borg/b058/"	FALSE	"SWE"	"1956.06.06"	"1973"	"73kg"	"180cm"	"Right-Handed"	"Two-Handed Backhand"
"Cliff Richey"	"/en/players/cliff-richey/r071/"	FALSE	"USA"	"1946.12.31"	"1964"	"77kg"	"175cm"	"Right-Handed"	"One-Handed Backhand"
"Paolo Bertolucci"	"/en/players/paolo-bertolucci/b129/"	FALSE	"ITA"	"1951.08.03"	NA	"82kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Brian Gottfried"	"/en/players/brian-gottfried/g029/"	FALSE	"USA"	"1952.01.27"	NA	"75kg"	"183cm"	"Right-Handed"	"One-Handed Backhand"
"Mark Cox"	"/en/players/mark-cox/c090/"	FALSE	"GBR"	"1943.07.05"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Cliff Drysdale"	"/en/players/cliff-drysdale/d082/"	FALSE	"RSA"	"1941.05.26"	NA	"76kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Roscoe Tanner"	"/en/players/roscoe-tanner/t006/"	FALSE	"USA"	"1951.10.15"	NA	"77kg"	"183cm"	"Left-Handed"	"Unknown Backhand"
"Brian Fairlie"	"/en/players/brian-fairlie/f066/"	FALSE	"NZL"	"1948.06.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Raul Ramirez"	"/en/players/raul-ramirez/r065/"	FALSE	"MEX"	"1953.06.20"	NA	"79kg"	"183cm"	"Right-Handed"	"One-Handed Backhand"
"Dick Stockton"	"/en/players/dick-stockton/s090/"	FALSE	"USA"	"1951.02.18"	NA	"82kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Eddie Dibbs"	"/en/players/eddie-dibbs/d026/"	FALSE	"USA"	"1951.02.23"	NA	"73kg"	"170cm"	"Right-Handed"	"Unknown Backhand"
"John Alexander"	"/en/players/john-alexander/a014/"	FALSE	"AUS"	"1951.07.04"	NA	"82kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Vijay Amritraj"	"/en/players/vijay-amritraj/a022/"	FALSE	"IND"	"1953.12.14"	NA	"86kg"	"193cm"	"Right-Handed"	"Unknown Backhand"
"Guillermo Vilas"	"/en/players/guillermo-vilas/v028/"	FALSE	"ARG"	"1952.08.17"	NA	"75kg"	"180cm"	"Left-Handed"	"One-Handed Backhand"
"Karl Meiler"	"/en/players/karl-meiler/m055/"	FALSE	"GER"	"1949.04.30"	NA	"75kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Buster C. Mottram"	"/en/players/buster-c.-mottram/m154/"	FALSE	"GBR"	"1955.04.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alex Metreveli"	"/en/players/alex-metreveli/m271/"	FALSE	"GEO"	"1944.11.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Robert Lutz"	"/en/players/robert-lutz/l045/"	FALSE	"USA"	"1947.08.29"	NA	"82kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Fred Stolle"	"/en/players/fred-stolle/s129/"	FALSE	"AUS"	"1938.10.08"	"1966"	"93kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Hans-Jurgen Pohmann"	"/en/players/hans-jurgen-pohmann/p082/"	FALSE	"GER"	"1947.05.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Erik Van Dillen"	"/en/players/erik-van-dillen/v049/"	FALSE	"USA"	"1951.02.21"	NA	"70kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Colin Dibley"	"/en/players/colin-dibley/d076/"	FALSE	"AUS"	"1944.09.19"	NA	"86kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Onny Parun"	"/en/players/onny-parun/p070/"	FALSE	"NZL"	"1947.04.15"	NA	"76kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Patrick Proisy"	"/en/players/patrick-proisy/p085/"	FALSE	"FRA"	"1949.09.10"	NA	"70kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Ross Case"	"/en/players/ross-case/c020/"	FALSE	"AUS"	"1951.11.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Raymond Moore"	"/en/players/raymond-moore/m118/"	FALSE	"RSA"	"1946.08.24"	NA	"75kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Jiri Hrebec"	"/en/players/jiri-hrebec/h066/"	FALSE	"CZE"	"1950.09.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Francois Jauffret"	"/en/players/francois-jauffret/j031/"	FALSE	"FRA"	"1942.02.09"	NA	"75kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Jurgen Fassbender"	"/en/players/jurgen-fassbender/f068/"	FALSE	"GER"	"1948.05.28"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Charlie Pasarell"	"/en/players/charlie-pasarell/p072/"	FALSE	"USA"	"1944.02.12"	"1968"	NA	NA	"Right-Handed"	"Unknown Backhand"
"Clark Graebner"	"/en/players/clark-graebner/g079/"	FALSE	"USA"	"1943.11.04"	NA	"80kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Phil Dent"	"/en/players/phil-dent/d074/"	FALSE	"AUS"	"1950.02.14"	NA	"78kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Paul Gerken"	"/en/players/paul-gerken/g073/"	FALSE	"USA"	"1950.03.15"	NA	"75kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Dick Crealy"	"/en/players/dick-crealy/c093/"	FALSE	"AUS"	"1944.09.18"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Geoff Masters"	"/en/players/geoff-masters/m139/"	FALSE	"AUS"	"1950.09.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Andrew Pattison"	"/en/players/andrew-pattison/p074/"	FALSE	"ZIM"	"1949.01.30"	NA	"82kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Ivan Molina"	"/en/players/ivan-molina/m152/"	FALSE	"COL"	"1946.06.16"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Patrice Dominguez"	"/en/players/patrice-dominguez/d080/"	FALSE	"FRA"	"1950.01.12"	NA	"70kg"	"173cm"	"Left-Handed"	"Unknown Backhand"
"Jeff Austin"	"/en/players/jeff-austin/a065/"	FALSE	"USA"	"1951.07.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ove Nils Bengtson"	"/en/players/ove-nils-bengtson/b126/"	FALSE	"SWE"	"1945.04.05"	NA	"93kg"	"196cm"	"Right-Handed"	"Unknown Backhand"
"Peter Szoke"	"/en/players/peter-szoke/s230/"	FALSE	"HUN"	"1947.08.08"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Harold Solomon"	"/en/players/harold-solomon/s065/"	FALSE	"USA"	"1952.09.17"	NA	"59kg"	"168cm"	"Right-Handed"	"Unknown Backhand"
"Allan Stone"	"/en/players/allan-stone/s148/"	FALSE	"AUS"	"1945.10.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kjell Johansson"	"/en/players/kjell-johansson/j032/"	FALSE	"SWE"	"1951.02.12"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Martin Mulligan"	"/en/players/martin-mulligan/m155/"	FALSE	"ITA"	"1940.10.18"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pierre Barthes"	"/en/players/pierre-barthes/b122/"	FALSE	"FRA"	"1941.09.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Barry Phillips-Moore"	"/en/players/barry-phillips-moore/p078/"	FALSE	"AUS"	"1937.07.09"	NA	"68kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"Boro Jovanovic"	"/en/players/boro-jovanovic/j033/"	FALSE	"YUG"	"1939.10.21"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Gerald Battrick"	"/en/players/gerald-battrick/b124/"	FALSE	"GBR"	"1947.05.27"	NA	"66kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Georges Goven"	"/en/players/georges-goven/g031/"	FALSE	"FRA"	"1948.04.26"	NA	"61kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"Juan Gisbert Sr"	"/en/players/juan-gisbert-sr/g076/"	FALSE	"ESP"	"1942.04.05"	"1965"	"82kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Antonio Zugarelli"	"/en/players/antonio-zugarelli/z013/"	FALSE	"ITA"	"1950.01.17"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Zeljko Franulovic"	"/en/players/zeljko-franulovic/f074/"	FALSE	"CRO"	"1947.06.13"	"1969"	NA	NA	"Right-Handed"	"One-Handed Backhand"
"Sherwood Stewart"	"/en/players/sherwood-stewart/s082/"	FALSE	"USA"	"1946.06.06"	NA	"84kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Frank Froehling"	"/en/players/frank-froehling/f079/"	FALSE	"USA"	"1942.05.19"	NA	"77kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Robert Maud"	"/en/players/robert-maud/m140/"	FALSE	"RSA"	"1946.08.12"	NA	"78kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Ion Tiriac"	"/en/players/ion-tiriac/t040/"	FALSE	"ROU"	"1939.05.09"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mike Estep"	"/en/players/mike-estep/e040/"	FALSE	"USA"	"1949.07.19"	NA	"73kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"Corrado Barazzutti"	"/en/players/corrado-barazzutti/b007/"	FALSE	"ITA"	"1953.02.19"	NA	"70kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Jaime Pinto-Bravo"	"/en/players/jaime-pinto-bravo/p067/"	FALSE	"CHI"	"1939.10.09"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Frew McMillan"	"/en/players/frew-mcmillan/m111/"	FALSE	"RSA"	"1942.05.20"	NA	"76kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Toshiro Sakai"	"/en/players/toshiro-sakai/s103/"	FALSE	"JPN"	"1947.11.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bob  Carmichael"	"/en/players/bob--carmichael/c080/"	FALSE	"AUS"	"1940.07.04"	NA	"82kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Ismail El Shafei"	"/en/players/ismail-el-shafei/e038/"	FALSE	"EGY"	"1947.11.15"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Jeff Borowiak"	"/en/players/jeff-borowiak/b059/"	FALSE	"USA"	"1949.09.25"	NA	"82kg"	"193cm"	"Right-Handed"	"Unknown Backhand"
"Antonio Munoz"	"/en/players/antonio-munoz/m156/"	FALSE	"ESP"	"1951.03.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jean-Baptiste Chanfreau"	"/en/players/jean-baptiste-chanfreau/c083/"	FALSE	"FRA"	"1947.01.17"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Hans Kary"	"/en/players/hans-kary/k041/"	FALSE	"AUT"	"1949.02.23"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"John Cooper"	"/en/players/john-cooper/c171/"	FALSE	"AUS"	"1946.11.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ian Fletcher"	"/en/players/ian-fletcher/f071/"	FALSE	"AUS"	"1948.12.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Milan Holecek"	"/en/players/milan-holecek/h059/"	FALSE	"CZE"	"1943.10.23"	NA	"88kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Wanaro N'Godrella"	"/en/players/wanaro-n'godrella/n045/"	FALSE	"FRA"	"1949.10.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Haroon Rahim"	"/en/players/haroon-rahim/r063/"	FALSE	"PAK"	"1949.11.12"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Vladimir Zednik"	"/en/players/vladimir-zednik/z023/"	FALSE	"CZE"	"1947.02.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jeff Simpson"	"/en/players/jeff-simpson/s123/"	FALSE	"NZL"	"1950.10.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"John Paish"	"/en/players/john-paish/p142/"	FALSE	"GBR"	"1948.03.25"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Jun Kamiwazumi"	"/en/players/jun-kamiwazumi/k002/"	FALSE	"JPN"	"1947.10.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jim McManus"	"/en/players/jim-mcmanus/m144/"	FALSE	"USA"	"1940.09.16"	"1968"	"71kg"	"175cm"	"Left-Handed"	"Unknown Backhand"
"Butch Seewagen"	"/en/players/butch-seewagen/s139/"	FALSE	"USA"	"1946.06.13"	NA	"79kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Paul Kronk"	"/en/players/paul-kronk/k073/"	FALSE	"AUS"	"1954.09.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Dick Dell"	"/en/players/dick-dell/d073/"	FALSE	"USA"	"1947.09.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Patricio Cornejo"	"/en/players/patricio-cornejo/c088/"	FALSE	"CHI"	"1944.06.06"	NA	"75kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"John Lloyd"	"/en/players/john-lloyd/l036/"	FALSE	"GBR"	"1954.08.27"	NA	"75kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Jasjit Singh"	"/en/players/jasjit-singh/s142/"	FALSE	"IND"	"1948.02.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Marcelo Lara"	"/en/players/marcelo-lara/l057/"	FALSE	"MEX"	"1947.10.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Anand Amritraj"	"/en/players/anand-amritraj/a021/"	FALSE	"IND"	"1952.03.20"	NA	"77kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Jose Edison Mandarino"	"/en/players/jose-edison-mandarino/m135/"	FALSE	"BRA"	"1941.03.26"	NA	"66kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"John Feaver"	"/en/players/john-feaver/f008/"	FALSE	"GBR"	"1952.02.16"	NA	"79kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Pat Cramer"	"/en/players/pat-cramer/c091/"	FALSE	"RSA"	"1947.03.21"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Fred McNair IV"	"/en/players/fred-mcnair-iv/m146/"	FALSE	"USA"	"1950.07.22"	"1973"	"77kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Kim Warwick"	"/en/players/kim-warwick/w006/"	FALSE	"AUS"	"1952.04.08"	NA	"77kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Graham Stilwell"	"/en/players/graham-stilwell/s147/"	FALSE	"GBR"	"1945.11.15"	NA	NA	"173cm"	"Right-Handed"	"Unknown Backhand"
"Torben Ulrich"	"/en/players/torben-ulrich/u011/"	FALSE	"DEN"	"1928.10.04"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Tom Edlefsen"	"/en/players/tom-edlefsen/e035/"	FALSE	"USA"	"1941.12.12"	NA	"73kg"	"188cm"	"Right-Handed"	"One-Handed Backhand"
"Terry Addison"	"/en/players/terry-addison/a056/"	FALSE	"AUS"	"1946.01.11"	NA	"77kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Nicholas Kalogeropoulos"	"/en/players/nicholas-kalogeropoulos/k045/"	FALSE	"GRE"	"1945.02.18"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Frantisek Pala"	"/en/players/frantisek-pala/p100/"	FALSE	"CZE"	"1944.03.28"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Robert Machan"	"/en/players/robert-machan/m194/"	FALSE	"HUN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Szabolcz Baranyi"	"/en/players/szabolcz-baranyi/b233/"	FALSE	"HUN"	"1944.01.31"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tom Leonard"	"/en/players/tom-leonard/l061/"	FALSE	"USA"	"1948.07.15"	NA	"74kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"John Bartlett"	"/en/players/john-bartlett/b123/"	FALSE	"AUS"	"1948.03.17"	NA	"78kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Joaquin Loyo-Mayo"	"/en/players/joaquin-loyo-mayo/l066/"	FALSE	"MEX"	"1945.08.16"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Premjit Lall"	"/en/players/premjit-lall/l117/"	FALSE	"IND"	"1940.10.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Terry Ryan"	"/en/players/terry-ryan/r078/"	FALSE	"RSA"	"1942.04.27"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Robert McKinley"	"/en/players/robert-mckinley/m293/"	FALSE	"USA"	"1950.08.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tito Vazquez"	"/en/players/tito-vazquez/v051/"	FALSE	"ARG"	"1949.01.01"	NA	"66kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"William Lloyd"	"/en/players/william-lloyd/l064/"	FALSE	"AUS"	"1949.05.07"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Nicola  Spear"	"/en/players/nicola--spear/s146/"	FALSE	"SRB"	"1944.02.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Roy Barth"	"/en/players/roy-barth/b121/"	FALSE	"USA"	"1947.03.30"	NA	"68kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Steve Faulk"	"/en/players/steve-faulk/f069/"	FALSE	"USA"	"1947.06.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jose Higueras"	"/en/players/jose-higueras/h019/"	FALSE	"ESP"	"1953.03.01"	"1973"	"75kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Vladimir Korotkov"	"/en/players/vladimir-korotkov/k097/"	FALSE	NA	"1948.04.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Leif Johansson"	"/en/players/leif-johansson/j064/"	FALSE	"SWE"	"1952.06.03"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Vitas Gerulaitis"	"/en/players/vitas-gerulaitis/g008/"	FALSE	"USA"	"1954.07.26"	NA	"70kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Richard Pancho Gonzales"	"/en/players/richard-pancho-gonzales/g077/"	FALSE	"USA"	"1928.05.09"	"1946"	"82kg"	"188cm"	"Right-Handed"	"One-Handed Backhand"
"Gene Scott"	"/en/players/gene-scott/s210/"	FALSE	"USA"	"1937.12.28"	"1968"	"77kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Sandy Mayer"	"/en/players/sandy-mayer/m039/"	FALSE	"USA"	"1952.04.05"	NA	"70kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Harald Elschenbroich"	"/en/players/harald-elschenbroich/e037/"	FALSE	"GER"	"1941.06.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Andres Gimeno"	"/en/players/andres-gimeno/g075/"	FALSE	"ESP"	"1937.08.03"	"1960"	"89kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Bo Holmstrom"	"/en/players/bo-holmstrom/h181/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Petr Kanderal"	"/en/players/petr-kanderal/k113/"	FALSE	"SUI"	"1948.01.16"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tadeusz Nowicki"	"/en/players/tadeusz-nowicki/n082/"	FALSE	"POL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Olle Palmer"	"/en/players/olle-palmer/p005/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ray Ruffels"	"/en/players/ray-ruffels/r076/"	FALSE	"AUS"	"1946.03.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tenny Svensson"	"/en/players/tenny-svensson/s149/"	FALSE	"SWE"	"1952.09.21"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"John Whitlinger"	"/en/players/john-whitlinger/w051/"	FALSE	"USA"	"1954.02.04"	NA	"73kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Bob Giltinan"	"/en/players/bob-giltinan/g074/"	FALSE	"AUS"	"1949.04.07"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Billy Martin"	"/en/players/billy-martin/m138/"	FALSE	"USA"	"1956.12.25"	"1975"	"86kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Jaidip Mukerjea"	"/en/players/jaidip-mukerjea/m272/"	FALSE	"IND"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Owen Davidson"	"/en/players/owen-davidson/d054/"	FALSE	"AUS"	"1943.10.04"	NA	"82kg"	"185cm"	"Left-Handed"	"Unknown Backhand"
"Colin Dowdeswell"	"/en/players/colin-dowdeswell/d037/"	FALSE	"GBR"	"1955.05.12"	NA	"79kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Dick R. Bohrnstedt"	"/en/players/dick-r.-bohrnstedt/b238/"	FALSE	"USA"	"1950.04.28"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Julian Ganzabal"	"/en/players/julian-ganzabal/g068/"	FALSE	"ARG"	"1946.08.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Charles Owens"	"/en/players/charles-owens/o033/"	FALSE	"USA"	"1950.07.31"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Byron Bertram"	"/en/players/byron-bertram/b130/"	FALSE	"RSA"	"1952.10.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bernard Mignot"	"/en/players/bernard-mignot/m151/"	FALSE	"BEL"	"1948.12.03"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mal Anderson"	"/en/players/mal-anderson/a060/"	FALSE	"AUS"	"1935.03.03"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Syd Ball"	"/en/players/syd-ball/b106/"	FALSE	"AUS"	"1950.01.24"	NA	"79kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Jean-Loup Rouyer"	"/en/players/jean-loup-rouyer/r141/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bob Hewitt"	"/en/players/bob-hewitt/h058/"	FALSE	"RSA"	"1940.01.12"	NA	"93kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Brian Teacher"	"/en/players/brian-teacher/t011/"	FALSE	"USA"	"1954.12.23"	NA	"79kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Jim Delaney"	"/en/players/jim-delaney/d072/"	FALSE	"USA"	"1953.03.12"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Taghi Akbari"	"/en/players/taghi-akbari/a145/"	FALSE	"IRI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mike Belkin"	"/en/players/mike-belkin/b125/"	FALSE	"CAN"	"1945.06.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Wilhelm Bungert"	"/en/players/wilhelm-bungert/b237/"	FALSE	"GER"	"1939.04.01"	NA	"82kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Eugenio Castigliano"	"/en/players/eugenio-castigliano/c173/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tom Christensen"	"/en/players/tom-christensen/c226/"	FALSE	"DEN"	"1949.09.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bertalan Csoknyai"	"/en/players/bertalan-csoknyai/c227/"	FALSE	"HUN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Frank Falderbaum"	"/en/players/frank-falderbaum/f132/"	FALSE	"GER"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Herb Fitzgibbon"	"/en/players/herb-fitzgibbon/f109/"	FALSE	"USA"	"1942.07.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"George Hardie"	"/en/players/george-hardie/h056/"	FALSE	"USA"	"1953.02.19"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Rudy Hernando"	"/en/players/rudy-hernando/h098/"	FALSE	"USA"	"1939.06.10"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jan Hordijk"	"/en/players/jan-hordijk/h166/"	FALSE	"NED"	"1950.02.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
