name	link	active	country	birthday	turnedPro	weight	height	lefty	oneHandedBackhand
"Eduard Khan"	"/en/players/eduard-khan/k751/"	FALSE	"UZB"	NA	NA	NA	NA	NA	NA
"Hyun-Seung Kim"	"/en/players/hyun-seung-kim/k554/"	FALSE	"KOR"	"1980.06.09"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jorge Laranjeiro"	"/en/players/jorge-laranjeiro/l659/"	FALSE	"POR"	NA	NA	NA	NA	NA	NA
"Mikhail Lew"	"/en/players/mikhail-lew/l716/"	FALSE	"CAN"	"1985.08.02"	NA	NA	NA	"Left-Handed"	"Two-Handed Backhand"
"Aleksey Malajko"	"/en/players/aleksey-malajko/mc77/"	FALSE	"GER"	"1985.01.17"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alex Menichini"	"/en/players/alex-menichini/mb18/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Leandro Migani"	"/en/players/leandro-migani/mb60/"	FALSE	"ARG"	"1985.03.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Simon Morris"	"/en/players/simon-morris/md46/"	FALSE	"GBR"	NA	NA	NA	NA	NA	NA
"Guilherme Ochiai"	"/en/players/guilherme-ochiai/o230/"	FALSE	"BRA"	"1981.05.07"	NA	NA	NA	NA	NA
"Petar Popovic"	"/en/players/petar-popovic/p648/"	FALSE	"SRB"	"1982.07.27"	NA	"93kg"	"191cm"	"Right-Handed"	"Two-Handed Backhand"
"Gary Sacks"	"/en/players/gary-sacks/sb63/"	FALSE	"RSA"	"1986.12.11"	NA	NA	NA	NA	NA
"Rafael Schaerf"	"/en/players/rafael-schaerf/s716/"	FALSE	"AUT"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Sebastian Schulz"	"/en/players/sebastian-schulz/sd77/"	FALSE	"GER"	NA	NA	NA	NA	NA	NA
"Janis Skroderis"	"/en/players/janis-skroderis/sd39/"	FALSE	"LAT"	"1983.08.14"	NA	NA	NA	"Right-Handed"	"Two-Handed Backhand"
"Federico Soriano-Gallo"	"/en/players/federico-soriano-gallo/sd33/"	FALSE	"ESP"	"1984.12.19"	NA	NA	NA	NA	NA
"Dmitro Tolok"	"/en/players/dmitro-tolok/t818/"	FALSE	"UKR"	NA	NA	NA	NA	NA	NA
"Hector Tolosana"	"/en/players/hector-tolosana/t792/"	FALSE	"ESP"	NA	NA	NA	NA	NA	NA
"Laszlo Toth"	"/en/players/laszlo-toth/t810/"	FALSE	"HUN"	NA	NA	NA	NA	NA	NA
"Antti Tuomi"	"/en/players/antti-tuomi/t784/"	FALSE	"FIN"	"1983.05.14"	NA	NA	NA	NA	NA
"Kamil Uldanov"	"/en/players/kamil-uldanov/u063/"	FALSE	NA	"1982.05.01"	NA	NA	NA	NA	NA
"James Wan"	"/en/players/james-wan/w428/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Lukasz Wodnicki"	"/en/players/lukasz-wodnicki/w362/"	FALSE	"POL"	"1983.04.14"	NA	NA	NA	NA	NA
"Esteban Zanetti"	"/en/players/esteban-zanetti/z156/"	FALSE	"ARG"	NA	NA	NA	NA	NA	NA
"Aleksandr Agafonov"	"/en/players/aleksandr-agafonov/a663/"	FALSE	"UKR"	"1986.02.23"	NA	NA	NA	NA	NA
"Vagen Akapian"	"/en/players/vagen-akapian/a631/"	FALSE	NA	NA	NA	NA	NA	NA	NA
"George Akro"	"/en/players/george-akro/a654/"	FALSE	"NGR"	NA	NA	NA	NA	NA	NA
"Mohammed Abdel-Aziz Al Nuaimi"	"/en/players/mohammed-abdel-aziz-al-nuaimi/a558/"	FALSE	"UAE"	"1986.06.25"	NA	NA	NA	NA	NA
"Karim Alayli"	"/en/players/karim-alayli/a494/"	FALSE	"LIB"	"1983.03.24"	NA	NA	NA	NA	NA
"Guillermo Alcaide"	"/en/players/guillermo-alcaide/a656/"	FALSE	"ESP"	"1986.05.27"	NA	"77kg"	"188cm"	"Right-Handed"	"Two-Handed Backhand"
"Shaul Aloni"	"/en/players/shaul-aloni/a636/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Carlos Alvarez"	"/en/players/carlos-alvarez/a610/"	FALSE	"BOL"	NA	NA	NA	NA	NA	NA
"Pedro Alves"	"/en/players/pedro-alves/a646/"	FALSE	"BRA"	NA	NA	NA	NA	NA	NA
"Juan-Pablo Amado"	"/en/players/juan-pablo-amado/a674/"	FALSE	"ARG"	"1986.04.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Hugo Anao"	"/en/players/hugo-anao/a564/"	FALSE	"POR"	NA	NA	NA	NA	NA	NA
"Andres Arango"	"/en/players/andres-arango/a643/"	FALSE	"ECU"	"1987.11.16"	NA	NA	NA	NA	NA
"Rafael Arevalo"	"/en/players/rafael-arevalo/a620/"	FALSE	"ESA"	"1986.07.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Marcelo Badaracco"	"/en/players/marcelo-badaracco/b866/"	FALSE	"ARG"	NA	NA	NA	NA	NA	NA
"Jamie Baker"	"/en/players/jamie-baker/ba53/"	FALSE	"GBR"	"1986.08.05"	NA	"81kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Mirko Balestro"	"/en/players/mirko-balestro/b938/"	FALSE	"ITA"	"1984.08.22"	NA	NA	NA	NA	NA
"Enrico Becuzzi"	"/en/players/enrico-becuzzi/bb10/"	FALSE	"ITA"	"1973.03.23"	NA	"78kg"	"185cm"	"Right-Handed"	"One-Handed Backhand"
"Goran Belosevic"	"/en/players/goran-belosevic/bb47/"	FALSE	"CRO"	NA	NA	NA	NA	NA	NA
"Francisco Beltrami"	"/en/players/francisco-beltrami/bc25/"	FALSE	"ARG"	NA	NA	NA	NA	NA	NA
"Tarek Ben Soltane"	"/en/players/tarek-ben-soltane/bb19/"	FALSE	"TUN"	NA	NA	NA	NA	NA	NA
"Nestor Bernabe"	"/en/players/nestor-bernabe/bc27/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Michael Birzon"	"/en/players/michael-birzon/bb29/"	FALSE	"USA"	"1982.12.30"	"2002"	"79kg"	"191cm"	NA	NA
"Christian Blocker"	"/en/players/christian-blocker/bc48/"	FALSE	"GER"	NA	NA	NA	NA	NA	NA
"Clemens Breuss"	"/en/players/clemens-breuss/bc34/"	FALSE	"AUT"	"1984.06.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Nicolas Bruns"	"/en/players/nicolas-bruns/b905/"	FALSE	"GER"	"1981.04.24"	NA	NA	NA	NA	NA
"Daniel Byrnes"	"/en/players/daniel-byrnes/bb40/"	FALSE	"AUS"	"1984.08.06"	NA	NA	NA	NA	NA
"Fernando  Cabrera"	"/en/players/fernando--cabrera/c672/"	FALSE	"MEX"	"1979.07.11"	NA	NA	NA	NA	NA
"Tommaso Cafferata"	"/en/players/tommaso-cafferata/c940/"	FALSE	"ITA"	NA	NA	NA	NA	NA	NA
"Sebastian Cannata"	"/en/players/sebastian-cannata/c925/"	FALSE	"ARG"	NA	NA	NA	NA	NA	NA
"Raony Carvalho"	"/en/players/raony-carvalho/c928/"	FALSE	"BRA"	"1987.04.10"	NA	NA	NA	NA	NA
"Frederico Casaro"	"/en/players/frederico-casaro/c825/"	FALSE	"BRA"	"1982.03.13"	NA	NA	NA	NA	NA
"Huai-En Chang"	"/en/players/huai-en-chang/c970/"	FALSE	"TPE"	"1987.07.23"	NA	NA	NA	NA	NA
"Parantap Chaturvedi"	"/en/players/parantap-chaturvedi/c702/"	FALSE	"IND"	NA	NA	NA	NA	NA	NA
"Theron Cole"	"/en/players/theron-cole/c878/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Marc Compte"	"/en/players/marc-compte/c939/"	FALSE	"ESP"	NA	NA	NA	NA	NA	NA
"Cody Conley"	"/en/players/cody-conley/c914/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Ross Connolly"	"/en/players/ross-connolly/c896/"	FALSE	"GBR"	"1983.02.19"	NA	NA	NA	NA	NA
"Pablo Cuevas"	"/en/players/pablo-cuevas/c882/"	TRUE	"URU"	"1986.01.01"	"2004"	"78kg"	"180cm"	"Right-Handed"	"One-Handed Backhand"
"Andre Cury"	"/en/players/andre-cury/c932/"	FALSE	"BRA"	"1976.06.30"	NA	NA	NA	NA	NA
"Danny Dauber"	"/en/players/danny-dauber/d539/"	FALSE	"VEN"	NA	NA	NA	NA	NA	NA
"Roberto De La Rosa"	"/en/players/roberto-de-la-rosa/d621/"	FALSE	"MEX"	NA	NA	NA	NA	NA	NA
"Ryler DeHeart"	"/en/players/ryler-deheart/d617/"	FALSE	"USA"	"1984.01.03"	"2006"	"79kg"	"183cm"	"Left-Handed"	"One-Handed Backhand"
"Shantanu Dhaka"	"/en/players/shantanu-dhaka/d652/"	FALSE	"IND"	NA	NA	NA	NA	NA	NA
"David Diaz-Ventura"	"/en/players/david-diaz-ventura/d679/"	FALSE	"ESP"	"1986.01.24"	NA	NA	NA	NA	NA
"Nikola Djordjevic"	"/en/players/nikola-djordjevic/d659/"	FALSE	"SRB"	"1983.09.18"	NA	NA	NA	NA	NA
"Petar Djukic"	"/en/players/petar-djukic/d644/"	FALSE	"SRB"	"1985.09.17"	NA	NA	NA	NA	NA
"Oleg Dmitriev"	"/en/players/oleg-dmitriev/d577/"	FALSE	"MDA"	"1982.09.13"	NA	NA	NA	NA	NA
"Pierre-Ludovic Duclos"	"/en/players/pierre-ludovic-duclos/d686/"	FALSE	"CAN"	"1986.01.08"	"2007"	"75kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Benjamin Ebrahimzadeh"	"/en/players/benjamin-ebrahimzadeh/e208/"	FALSE	"GER"	"1980.01.03"	NA	NA	NA	NA	NA
"Ali El Alaoui"	"/en/players/ali-el-alaoui/a630/"	FALSE	"MAR"	"1986.02.21"	NA	NA	NA	NA	NA
"Ali Esmael"	"/en/players/ali-esmael/e633/"	FALSE	"KUW"	NA	NA	NA	NA	NA	NA
"Kamil Filali"	"/en/players/kamil-filali/f457/"	FALSE	"MAR"	"1984.11.14"	NA	NA	NA	NA	NA
"Maxim Filippov"	"/en/players/maxim-filippov/f538/"	FALSE	"KAZ"	"1987.06.21"	NA	NA	NA	NA	NA
"Karolj Fodor"	"/en/players/karolj-fodor/f452/"	FALSE	"SRB"	"1985.12.24"	NA	"70kg"	"178cm"	NA	NA
"Destiny Ford-Da Silva"	"/en/players/destiny-ford-da-silva/a600/"	FALSE	"NGR"	"1982.12.21"	NA	NA	NA	NA	NA
"Foti Fotakis"	"/en/players/foti-fotakis/f445/"	FALSE	"AUS"	NA	NA	NA	NA	NA	NA
"Gabriel Franco"	"/en/players/gabriel-franco/f537/"	FALSE	"BRA"	NA	NA	NA	NA	NA	NA
"Romano Frantzen"	"/en/players/romano-frantzen/f473/"	FALSE	"NED"	"1982.04.18"	NA	"70kg"	"185cm"	"Left-Handed"	"Two-Handed Backhand"
"Albano Galan"	"/en/players/albano-galan/g742/"	FALSE	"ESP"	"1984.02.17"	NA	NA	NA	NA	NA
"Ervand Gasparyan"	"/en/players/ervand-gasparyan/g764/"	FALSE	NA	"1987.06.14"	NA	NA	NA	NA	NA
"Peter Gem"	"/en/players/peter-gem/g666/"	FALSE	"HUN"	NA	NA	NA	NA	NA	NA
"Ali Ghareeb"	"/en/players/ali-ghareeb/a570/"	FALSE	"KUW"	"1986.03.16"	NA	NA	NA	NA	NA
"Marlon Gichie"	"/en/players/marlon-gichie/g746/"	FALSE	"JAM"	NA	NA	NA	NA	NA	NA
"Julien Gillet"	"/en/players/julien-gillet/g784/"	FALSE	"FRA"	"1980.04.28"	NA	NA	NA	NA	NA
"Santiago Giraldo"	"/en/players/santiago-giraldo/g725/"	FALSE	"COL"	"1987.11.27"	"2004"	"75kg"	"188cm"	"Right-Handed"	"Two-Handed Backhand"
"Robert Godlewski"	"/en/players/robert-godlewski/g737/"	FALSE	"POL"	"1984.03.03"	NA	NA	NA	NA	NA
"Thiago Gomes"	"/en/players/thiago-gomes/g560/"	FALSE	"BRA"	"1982.08.13"	NA	NA	NA	NA	NA
"Ruben Gonzales"	"/en/players/ruben-gonzales/g810/"	FALSE	"PHI"	"1985.09.11"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"David Gonzalez"	"/en/players/david-gonzalez/g798/"	FALSE	"ECU"	NA	NA	NA	NA	NA	NA
"Andrzej Grusiecki"	"/en/players/andrzej-grusiecki/g591/"	FALSE	"POL"	"1982.10.27"	NA	NA	NA	NA	NA
"Rodrigo Guidolin"	"/en/players/rodrigo-guidolin/g775/"	FALSE	"BRA"	"1985.09.20"	NA	NA	NA	NA	NA
"Andrew Hamar"	"/en/players/andrew-hamar/h722/"	FALSE	"GBR"	NA	NA	NA	NA	NA	NA
"Juan Jose Hamdan"	"/en/players/juan-jose-hamdan/h700/"	FALSE	"MEX"	NA	NA	NA	NA	NA	NA
"Johnny Hamui"	"/en/players/johnny-hamui/h694/"	FALSE	"USA"	"1989.01.26"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Marc Harenberg"	"/en/players/marc-harenberg/h736/"	FALSE	"GER"	NA	NA	NA	NA	NA	NA
"Koorosh Hashemian"	"/en/players/koorosh-hashemian/h444/"	FALSE	"IRI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ryan Haymond"	"/en/players/ryan-haymond/h742/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Farzad Heidari"	"/en/players/farzad-heidari/h663/"	FALSE	"IRI"	"1985.04.13"	NA	NA	NA	NA	NA
"Javier Herrera-Eguiluz"	"/en/players/javier-herrera-eguiluz/h653/"	FALSE	"MEX"	"1984.04.19"	NA	NA	NA	NA	NA
"Zoltan Hites"	"/en/players/zoltan-hites/h628/"	FALSE	"USA"	"1977.11.03"	NA	NA	NA	NA	NA
"Adam Holmstrom"	"/en/players/adam-holmstrom/h724/"	FALSE	"SWE"	NA	NA	NA	NA	NA	NA
"Daniel Homedes"	"/en/players/daniel-homedes/h626/"	FALSE	"ESP"	NA	NA	NA	NA	NA	NA
"Yves-Eric Houpert"	"/en/players/yves-eric-houpert/h687/"	FALSE	"FRA"	NA	NA	NA	NA	NA	NA
"Ibukun Ilesanmi"	"/en/players/ibukun-ilesanmi/i161/"	FALSE	"NGR"	NA	NA	NA	NA	NA	NA
"Daniel Isaza"	"/en/players/daniel-isaza/i166/"	FALSE	"COL"	NA	NA	NA	NA	NA	NA
"Patrik Jarestrand"	"/en/players/patrik-jarestrand/j281/"	FALSE	"SWE"	NA	NA	NA	NA	NA	NA
"Masashi Jikumaru"	"/en/players/masashi-jikumaru/j288/"	FALSE	"JPN"	NA	NA	NA	NA	NA	NA
"Atsushi Kanayama"	"/en/players/atsushi-kanayama/k635/"	FALSE	"JPN"	NA	NA	NA	NA	NA	NA
"Anze Kapun"	"/en/players/anze-kapun/k637/"	FALSE	"SLO"	"1984.10.31"	NA	NA	NA	"Right-Handed"	"Two-Handed Backhand"
"Zacharias Katsigiannakis"	"/en/players/zacharias-katsigiannakis/k744/"	FALSE	"GRE"	NA	NA	NA	NA	NA	NA
"Adam Kellner"	"/en/players/adam-kellner/k803/"	FALSE	"HUN"	"1986.08.01"	NA	NA	NA	NA	NA
"Mohammed Fazal Khan"	"/en/players/mohammed-fazal-khan/f547/"	FALSE	"KEN"	"1987.03.05"	NA	NA	NA	NA	NA
"Sun-Yong Kim Jr."	"/en/players/sun-yong-kim-jr/k675/"	FALSE	"KOR"	"1987.05.26"	NA	NA	NA	"Right-Handed"	"Two-Handed Backhand"
"Nikola Krunt"	"/en/players/nikola-krunt/k805/"	FALSE	"CZE"	NA	NA	NA	NA	NA	NA
"Boris Kukoc"	"/en/players/boris-kukoc/k792/"	FALSE	"CRO"	NA	NA	NA	NA	NA	NA
"Luka Kukulic"	"/en/players/luka-kukulic/k781/"	FALSE	"CRO"	"1982.05.27"	NA	NA	NA	NA	NA
"Eko Kurniawan"	"/en/players/eko-kurniawan/k515/"	FALSE	"INA"	NA	NA	NA	NA	NA	NA
"David Kvernadze"	"/en/players/david-kvernadze/k742/"	FALSE	"GEO"	"1986.02.01"	NA	NA	NA	"Right-Handed"	"Two-Handed Backhand"
"Quoc-Khanh Le"	"/en/players/quoc-khanh-le/l600/"	FALSE	"VIE"	"1982.09.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pyung Koo Lee"	"/en/players/pyung-koo-lee/l519/"	FALSE	"KOR"	NA	NA	NA	NA	NA	NA
"Ruslan Legar"	"/en/players/ruslan-legar/l620/"	FALSE	"ISR"	NA	NA	NA	NA	NA	NA
"Zhe Li"	"/en/players/zhe-li/l733/"	TRUE	"CHN"	"1986.09.20"	"2004"	"81kg"	"183cm"	"Right-Handed"	"Two-Handed Backhand"
"Steve Lockwood"	"/en/players/steve-lockwood/l130/"	FALSE	"GBR"	"1982.05.30"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Logger"	"/en/players/mark-logger/l766/"	FALSE	"NED"	NA	NA	NA	NA	NA	NA
"Robert Loncaric"	"/en/players/robert-loncaric/l753/"	FALSE	"CRO"	NA	NA	NA	NA	NA	NA
"Sebastien Louis"	"/en/players/sebastien-louis/l748/"	FALSE	"FRA"	"1986.01.14"	NA	NA	NA	NA	NA
"Adam Lownsbrough"	"/en/players/adam-lownsbrough/l747/"	FALSE	"GBR"	"1984.02.07"	"2003"	"74kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Kakha Maisuradze"	"/en/players/kakha-maisuradze/md12/"	FALSE	"GEO"	NA	NA	NA	NA	NA	NA
"Thomas Mangold"	"/en/players/thomas-mangold/md98/"	FALSE	"AUT"	NA	NA	NA	NA	NA	NA
"Ante Matijevic"	"/en/players/ante-matijevic/md21/"	FALSE	"CRO"	NA	NA	NA	NA	NA	NA
"Leonardo Mayer"	"/en/players/leonardo-mayer/md56/"	FALSE	"ARG"	"1987.05.15"	"2003"	"80kg"	"191cm"	"Right-Handed"	"One-Handed Backhand"
"Adrian Menendez-Maceiras"	"/en/players/adrian-menendez-maceiras/mb53/"	TRUE	"ESP"	"1985.10.28"	"2005"	"75kg"	"183cm"	"Right-Handed"	"Two-Handed Backhand"
"Eduardo Meza"	"/en/players/eduardo-meza/mc97/"	FALSE	"MEX"	NA	NA	NA	NA	NA	NA
"Masayoshi Mifuji"	"/en/players/masayoshi-mifuji/mc84/"	FALSE	"MEX"	NA	NA	NA	NA	NA	NA
"Davide Minetti"	"/en/players/davide-minetti/md49/"	FALSE	"ITA"	NA	NA	NA	NA	NA	NA
"Marcel-Ioan Miron"	"/en/players/marcel-ioan-miron/ma10/"	FALSE	"ROU"	"1982.04.06"	NA	NA	NA	NA	NA
"Vahid Mirzadeh"	"/en/players/vahid-mirzadeh/mb99/"	FALSE	"USA"	"1986.12.28"	"2011"	"82kg"	"178cm"	"Right-Handed"	"Unknown Backhand"
"Igor Muguruza"	"/en/players/igor-muguruza/mc24/"	FALSE	"VEN"	NA	NA	NA	NA	NA	NA
"Jose Luis Muguruza"	"/en/players/jose-luis-muguruza/md97/"	FALSE	"ARU"	"1986.05.30"	NA	NA	NA	NA	NA
"Alexander Muhler"	"/en/players/alexander-muhler/m806/"	FALSE	"GER"	NA	NA	NA	NA	NA	NA
"Tom Murray"	"/en/players/tom-murray/m801/"	FALSE	"GBR"	NA	NA	NA	NA	NA	NA
"Kris Nathan"	"/en/players/kris-nathan/n469/"	FALSE	"USA"	"1982.01.11"	"2004"	"77kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Artem Naymushin"	"/en/players/artem-naymushin/n454/"	FALSE	NA	"1987.08.18"	NA	NA	NA	NA	NA
"Ryan Newport"	"/en/players/ryan-newport/n317/"	FALSE	"USA"	"1981.09.05"	NA	NA	NA	NA	NA
"Duc-Duong Ngo"	"/en/players/duc-duong-ngo/n388/"	FALSE	"VIE"	NA	NA	NA	NA	NA	NA
"Matias Niemiz"	"/en/players/matias-niemiz/n445/"	FALSE	"ARG"	"1985.01.12"	NA	NA	NA	NA	NA
"Jakub Nijaki"	"/en/players/jakub-nijaki/n416/"	FALSE	"POL"	"1985.07.31"	NA	NA	NA	NA	NA
"Volodymyr Nikolenko"	"/en/players/volodymyr-nikolenko/n462/"	FALSE	"UKR"	NA	NA	NA	NA	NA	NA
"Dragos-Robert Nita"	"/en/players/dragos-robert-nita/n466/"	FALSE	"ROU"	"1986.02.01"	NA	NA	NA	NA	NA
"Serguei Novosselov"	"/en/players/serguei-novosselov/n381/"	FALSE	NA	NA	NA	NA	NA	NA	NA
"Carlos Nunez"	"/en/players/carlos-nunez/n393/"	FALSE	"COL"	"1983.07.09"	NA	NA	NA	NA	NA
"Sobir Ochilov"	"/en/players/sobir-ochilov/o208/"	FALSE	"UZB"	"1973.12.16"	NA	NA	NA	NA	NA
"Matias Oddone"	"/en/players/matias-oddone/o181/"	FALSE	"ARG"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Joshua Olivas"	"/en/players/joshua-olivas/o276/"	FALSE	"USA"	"1980.05.16"	NA	NA	NA	NA	NA
"Scott Oudsema"	"/en/players/scott-oudsema/o252/"	FALSE	"USA"	"1986.07.01"	NA	"67kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Greg Ouellette"	"/en/players/greg-ouellette/o269/"	FALSE	"USA"	"1986.05.19"	"2008"	"72kg"	"178cm"	"Left-Handed"	"Unknown Backhand"
"Sebastien Pena"	"/en/players/sebastien-pena/pa75/"	FALSE	"CHI"	NA	NA	NA	NA	NA	NA
"Alfredo Penagos"	"/en/players/alfredo-penagos/pa02/"	FALSE	"MEX"	NA	NA	NA	NA	NA	NA
"Jhony Perez"	"/en/players/jhony-perez/pa29/"	FALSE	"COL"	NA	NA	NA	NA	NA	NA
"Marc Pexa"	"/en/players/marc-pexa/p688/"	FALSE	"GER"	"1983.04.07"	NA	NA	NA	NA	NA
"Filip Polasek"	"/en/players/filip-polasek/pa46/"	TRUE	"SVK"	"1985.07.21"	"2005"	"88kg"	"193cm"	"Right-Handed"	"Two-Handed Backhand"
"Philipp Puck"	"/en/players/philipp-puck/p695/"	FALSE	"AUT"	"1984.11.14"	NA	NA	NA	NA	NA
"Sam Querrey"	"/en/players/sam-querrey/q927/"	TRUE	"USA"	"1987.10.07"	"2006"	"95kg"	"198cm"	"Right-Handed"	"Two-Handed Backhand"
"Sergio Ramirez"	"/en/players/sergio-ramirez/r721/"	FALSE	"COL"	"1985.04.01"	NA	NA	NA	NA	NA
"Ali Relata"	"/en/players/ali-relata/r697/"	FALSE	"CRO"	NA	NA	NA	NA	NA	NA
"Carlos Rios"	"/en/players/carlos-rios/r665/"	FALSE	"CHI"	NA	NA	NA	NA	NA	NA
"Bruno Rodriguez"	"/en/players/bruno-rodriguez/r709/"	FALSE	"MEX"	"1986.10.28"	NA	NA	NA	NA	NA
"Gvidas Sabeckis"	"/en/players/gvidas-sabeckis/sc33/"	FALSE	"LTU"	"1984.03.27"	NA	NA	NA	NA	NA
"Pedro Salas-Lozano"	"/en/players/pedro-salas-lozano/sb19/"	FALSE	"ESP"	"1982.09.14"	NA	NA	NA	NA	NA
"Rahul Sankhla"	"/en/players/rahul-sankhla/sd07/"	FALSE	"IND"	NA	NA	NA	NA	NA	NA
"Federico Sansonetti"	"/en/players/federico-sansonetti/sd65/"	FALSE	"URU"	"1986.11.06"	NA	NA	NA	NA	NA
"Ashwat Sarohia"	"/en/players/ashwat-sarohia/sd05/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Andrei Savchuk"	"/en/players/andrei-savchuk/se26/"	FALSE	"UKR"	NA	NA	NA	NA	NA	NA
"Markus Schiller"	"/en/players/markus-schiller/s997/"	FALSE	"GER"	NA	NA	NA	NA	NA	NA
"Armand Segodo"	"/en/players/armand-segodo/se50/"	FALSE	"BEN"	NA	NA	NA	NA	NA	NA
"Ivan Sergeyev"	"/en/players/ivan-sergeyev/se69/"	TRUE	"UKR"	"1988.01.20"	NA	"78kg"	"175cm"	"Right-Handed"	"Two-Handed Backhand"
"Ali Sharif"	"/en/players/ali-sharif/se01/"	FALSE	"UAE"	NA	NA	NA	NA	NA	NA
"Miles Sheldon"	"/en/players/miles-sheldon/sd94/"	FALSE	"GBR"	NA	NA	NA	NA	NA	NA
"Clancy Shields"	"/en/players/clancy-shields/sd51/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Ashkan Shokoofi"	"/en/players/ashkan-shokoofi/sd75/"	FALSE	"IRI"	"1981.07.09"	NA	NA	NA	NA	NA
"Guilherme Silveira"	"/en/players/guilherme-silveira/se40/"	FALSE	"BRA"	NA	NA	NA	NA	NA	NA
"Alin-Alexandru Simion"	"/en/players/alin-alexandru-simion/se21/"	FALSE	"ROU"	NA	NA	NA	NA	NA	NA
"Saurabh Singh"	"/en/players/saurabh-singh/sb32/"	FALSE	"IND"	"1984.12.18"	NA	NA	NA	"Right-Handed"	"Two-Handed Backhand"
"Adrian Somerville"	"/en/players/adrian-somerville/se54/"	FALSE	"AUS"	NA	NA	NA	NA	NA	NA
"Christoph Steiner"	"/en/players/christoph-steiner/se36/"	FALSE	"AUT"	"1986.02.25"	NA	NA	NA	NA	NA
"Doug Stewart"	"/en/players/doug-stewart/sc13/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Andru Tarnovean"	"/en/players/andru-tarnovean/t855/"	FALSE	"ROU"	NA	NA	NA	NA	NA	NA
"Clinton Thomson"	"/en/players/clinton-thomson/t816/"	FALSE	"GER"	"1984.11.28"	NA	"80kg"	NA	"Left-Handed"	"Unknown Backhand"
"Dominike Tiedt"	"/en/players/dominike-tiedt/t870/"	FALSE	"SUI"	NA	NA	NA	NA	NA	NA
"David To"	"/en/players/david-to/t874/"	FALSE	"AUS"	"1983.09.05"	NA	NA	NA	NA	NA
"Daniel Vallejo"	"/en/players/daniel-vallejo/v414/"	FALSE	"MEX"	NA	NA	NA	NA	NA	NA
"Ordan Van Der Werf"	"/en/players/ordan-van-der-werf/v432/"	FALSE	"NED"	NA	NA	NA	NA	NA	NA
"Adrian Venturi"	"/en/players/adrian-venturi/v466/"	FALSE	"AUS"	NA	NA	NA	NA	NA	NA
"Nicolo Vercellino"	"/en/players/nicolo-vercellino/v450/"	FALSE	"ITA"	NA	NA	NA	NA	NA	NA
"Juan Cruz Vesprini"	"/en/players/juan-cruz-vesprini/v472/"	FALSE	"ARG"	NA	NA	NA	NA	NA	NA
"Ignasi Villacampa"	"/en/players/ignasi-villacampa/v461/"	FALSE	"ESP"	NA	NA	NA	NA	NA	NA
"Charly Villeneuve"	"/en/players/charly-villeneuve/v422/"	FALSE	"FRA"	"1984.05.15"	NA	NA	NA	NA	NA
"Stefano Vukov"	"/en/players/stefano-vukov/v462/"	FALSE	"CRO"	"1987.03.27"	NA	NA	NA	NA	NA
"Kevin Waldner"	"/en/players/kevin-waldner/w446/"	FALSE	"AUT"	NA	NA	NA	NA	NA	NA
"Pat Wolfler"	"/en/players/pat-wolfler/w447/"	FALSE	"AUT"	NA	NA	NA	NA	NA	NA
"Bo Ye"	"/en/players/bo-ye/y112/"	FALSE	"CHN"	NA	NA	NA	NA	NA	NA
"Chu-Huan Yi"	"/en/players/chu-huan-yi/y123/"	FALSE	"TPE"	"1987.08.31"	"2005"	"70kg"	"178cm"	"Left-Handed"	"One-Handed Backhand"
"Dean Yimoyines Jr."	"/en/players/dean-yimoyines-jr/y116/"	FALSE	"USA"	NA	NA	NA	NA	NA	NA
"Pierrick Ysern"	"/en/players/pierrick-ysern/y117/"	FALSE	"FRA"	"1984.10.24"	NA	NA	NA	NA	NA
